,Id,Code,Name,was,subsequent,Class,Standard Concept Caption,RC,DRC,PC,DPC,Valid Start Date,Valid End Date,Domain,Vocabulary
,37172157,44811000087108,Acute ST segment elevation myocardial infarction due to distal left circumflex coronary artery occlusion,1,,Disorder,Standard,timeout,timeout,timeout,timeout,04/30/2023,12/31/2099,Condition,SNOMED
,46270162,1.57130810001191E+016,Acute ST segment elevation myocardial infarction due to left coronary artery occlusion,1,,Disorder,Standard,timeout,timeout,timeout,timeout,07/31/2015,12/31/2099,Condition,SNOMED
,3423987,1.57130810001191E+016,Acute ST segment elevation myocardial infarction due to left coronary artery occlusion,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,07/31/2015,12/31/2099,Condition,Nebraska Lexicon
,3661503,840312002,Acute ST segment elevation myocardial infarction due to mid left anterior descending coronary artery occlusion,1,,Disorder,Standard,timeout,timeout,timeout,timeout,07/31/2020,12/31/2099,Condition,SNOMED
,37172159,44821000087100,Acute ST segment elevation myocardial infarction due to mid left circumflex coronary artery occlusion,1,,Disorder,Standard,timeout,timeout,timeout,timeout,04/30/2023,12/31/2099,Condition,SNOMED
,37172160,44831000087103,Acute ST segment elevation myocardial infarction due to obtuse marginal branch of left circumflex coronary artery occlusion,1,,Disorder,Standard,timeout,timeout,timeout,timeout,04/30/2023,12/31/2099,Condition,SNOMED
,3661520,840609007,Acute ST segment elevation myocardial infarction due to occlusion of anterior descending branch of left coronary artery,1,,Disorder,Standard,timeout,timeout,timeout,timeout,07/31/2020,12/31/2099,Condition,SNOMED
,604427,896691006,Acute ST segment elevation myocardial infarction due to occlusion of circumflex branch of left coronary artery,1,,Disorder,Standard,timeout,timeout,timeout,timeout,01/31/2021,12/31/2099,Condition,SNOMED
,3240354,1.59631810001191E+016,Acute ST segment elevation myocardial infarction due to occlusion of circumflex coronary artery,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,03/01/2018,12/31/2099,Condition,Nebraska Lexicon
,761737,1.59631810001191E+016,Acute ST segment elevation myocardial infarction due to occlusion of circumflex coronary artery,1,,Disorder,Non-Standard,timeout,timeout,timeout,timeout,03/01/2018,03/01/2021,Condition,SNOMED
,3661547,846668006,Acute ST segment elevation myocardial infarction due to occlusion of diagonal branch of anterior descending branch of left coronary artery,1,,Disorder,Standard,timeout,timeout,timeout,timeout,07/31/2020,12/31/2099,Condition,SNOMED
,3661642,868217004,Acute ST segment elevation myocardial infarction due to occlusion of distal portion of right coronary artery,1,,Disorder,Standard,timeout,timeout,timeout,timeout,07/31/2020,12/31/2099,Condition,SNOMED
,3655133,846683001,Acute ST segment elevation myocardial infarction due to occlusion of intermediate artery,1,,Disorder,Standard,timeout,timeout,timeout,timeout,07/31/2020,12/31/2099,Condition,SNOMED
,3661644,868224003,Acute ST segment elevation myocardial infarction due to occlusion of marginal branch of right coronary artery,1,,Disorder,Standard,timeout,timeout,timeout,timeout,07/31/2020,12/31/2099,Condition,SNOMED
,3661643,868220007,Acute ST segment elevation myocardial infarction due to occlusion of mid portion of right coronary artery,1,,Disorder,Standard,timeout,timeout,timeout,timeout,07/31/2020,12/31/2099,Condition,SNOMED
,3661645,868225002,Acute ST segment elevation myocardial infarction due to occlusion of posterior descending branch of right coronary artery,1,,Disorder,Standard,timeout,timeout,timeout,timeout,07/31/2020,12/31/2099,Condition,SNOMED
,3661646,868226001,Acute ST segment elevation myocardial infarction due to occlusion of posterior lateral branch of right coronary artery,1,,Disorder,Standard,timeout,timeout,timeout,timeout,07/31/2020,12/31/2099,Condition,SNOMED
,3661641,868214006,Acute ST segment elevation myocardial infarction due to occlusion of proximal portion of right coronary artery,1,,Disorder,Standard,timeout,timeout,timeout,timeout,07/31/2020,12/31/2099,Condition,SNOMED
,3661524,840680009,Acute ST segment elevation myocardial infarction due to occlusion of septal branch of anterior descending branch of left coronary artery,1,,Disorder,Standard,timeout,timeout,timeout,timeout,07/31/2020,12/31/2099,Condition,SNOMED
,37172162,44841000087109,Acute ST segment elevation myocardial infarction due to posterolateral branch of left circumflex coronary artery occlusion,1,,Disorder,Standard,timeout,timeout,timeout,timeout,04/30/2023,12/31/2099,Condition,SNOMED
,3661502,840309000,Acute ST segment elevation myocardial infarction due to proximal left anterior descending coronary artery occlusion,1,,Disorder,Standard,timeout,timeout,timeout,timeout,07/31/2020,12/31/2099,Condition,SNOMED
,37172163,44851000087107,Acute ST segment elevation myocardial infarction due to proximal left circumflex coronary artery occlusion,1,,Disorder,Standard,timeout,timeout,timeout,timeout,04/30/2023,12/31/2099,Condition,SNOMED
,3407742,1.57131210001191E+016,Acute ST segment elevation myocardial infarction due to right coronary artery occlusion,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,07/31/2015,12/31/2099,Condition,Nebraska Lexicon
,46270163,1.57131210001191E+016,Acute ST segment elevation myocardial infarction due to right coronary artery occlusion,1,,Disorder,Standard,timeout,timeout,timeout,timeout,07/31/2015,12/31/2099,Condition,SNOMED
,1413797,I21.201,Acute ST-segment elevation myocardial infarction high lateral (machine translation),1,,ICD10 code,Non-Standard,timeout,timeout,timeout,timeout,01/01/2016,12/31/2099,Condition,ICD10CN
,3328503,285981000119103,Acute ST segment elevation myocardial infarction involving left anterior descending coronary artery,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,01/31/2013,12/31/2099,Condition,Nebraska Lexicon
,43020460,285981000119103,Acute ST segment elevation myocardial infarction involving left anterior descending coronary artery,1,,Disorder,Standard,timeout,timeout,timeout,timeout,01/31/2013,12/31/2099,Condition,SNOMED
,43020461,285991000119100,Acute ST segment elevation myocardial infarction involving left main coronary artery,1,,Disorder,Non-Standard,timeout,timeout,timeout,timeout,01/31/2013,01/31/2020,Condition,SNOMED
,3262618,285991000119100,Acute ST segment elevation myocardial infarction involving left main coronary artery,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,01/31/2013,12/31/2099,Condition,Nebraska Lexicon
,1413791,I21.102,Acute ST-segment elevation myocardial infarction lower side wall (machine translation),1,,ICD10 code,Non-Standard,timeout,timeout,timeout,timeout,01/01/2016,12/31/2099,Condition,ICD10CN
,1413810,I21.301,Acute ST-segment elevation myocardial infarction (machine translation),1,,ICD10 code,Non-Standard,timeout,timeout,timeout,timeout,01/01/2016,12/31/2099,Condition,ICD10CN
,3373627,703164000,Acute ST segment elevation myocardial infarction of anterior wall,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,07/31/2015,12/31/2099,Condition,Nebraska Lexicon
,45766076,703165004,Acute ST segment elevation myocardial infarction of anterior wall involving right ventricle,1,,Disorder,Standard,timeout,timeout,timeout,timeout,07/31/2014,12/31/2099,Condition,SNOMED
,761736,1.59625410001191E+016,Acute ST segment elevation myocardial infarction of anteroapical wall,1,,Disorder,Standard,timeout,timeout,timeout,timeout,09/01/2017,12/31/2099,Condition,SNOMED
,3278158,1.59625410001191E+016,Acute ST segment elevation myocardial infarction of anteroapical wall,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,09/01/2017,12/31/2099,Condition,Nebraska Lexicon
,46270159,1.57128810001191E+016,Acute ST segment elevation myocardial infarction of anterolateral wall,1,,Disorder,Standard,timeout,timeout,timeout,timeout,07/31/2015,12/31/2099,Condition,SNOMED
,3341775,1.57128810001191E+016,Acute ST segment elevation myocardial infarction of anterolateral wall,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,07/31/2015,12/31/2099,Condition,Nebraska Lexicon
,46270160,1.57129610001191E+016,Acute ST segment elevation myocardial infarction of anteroseptal wall,1,,Disorder,Standard,timeout,timeout,timeout,timeout,07/31/2015,12/31/2099,Condition,SNOMED
,3335613,1.57129610001191E+016,Acute ST segment elevation myocardial infarction of anteroseptal wall,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,07/31/2015,12/31/2099,Condition,Nebraska Lexicon
,604429,896696001,Acute ST segment elevation myocardial infarction of apex of heart,1,,Disorder,Standard,timeout,timeout,timeout,timeout,01/31/2021,12/31/2099,Condition,SNOMED
,37169262,1.57130010001191E+016,Acute ST segment elevation myocardial infarction of atrium,1,,Disorder,Standard,timeout,timeout,timeout,timeout,06/30/2023,12/31/2099,Condition,SNOMED
,45766116,703213009,Acute ST segment elevation myocardial infarction of inferior wall,1,,Disorder,Standard,timeout,timeout,timeout,timeout,07/31/2014,12/31/2099,Condition,SNOMED
,3378659,703213009,Acute ST segment elevation myocardial infarction of inferior wall,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,07/31/2015,12/31/2099,Condition,Nebraska Lexicon
,45766151,703253007,Acute ST segment elevation myocardial infarction of inferior wall involving right ventricle,1,,Disorder,Standard,timeout,timeout,timeout,timeout,07/31/2014,12/31/2099,Condition,SNOMED
,3407836,1.22381110001191E+016,Acute ST segment elevation myocardial infarction of inferolateral wall,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,07/31/2018,12/31/2099,Condition,Nebraska Lexicon
,35611570,1.22381110001191E+016,Acute ST segment elevation myocardial infarction of inferolateral wall,1,,Disorder,Standard,timeout,timeout,timeout,timeout,07/31/2018,12/31/2099,Condition,SNOMED
,35611571,1.22381510001191E+016,Acute ST segment elevation myocardial infarction of inferoposterior wall,1,,Disorder,Standard,timeout,timeout,timeout,timeout,07/31/2018,12/31/2099,Condition,SNOMED
,3230226,1.22381510001191E+016,Acute ST segment elevation myocardial infarction of inferoposterior wall,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,07/31/2018,12/31/2099,Condition,Nebraska Lexicon
,46274044,1.57129210001191E+016,Acute ST segment elevation myocardial infarction of lateral wall,1,,Disorder,Standard,timeout,timeout,timeout,timeout,07/31/2015,12/31/2099,Condition,SNOMED
,3174892,1.57129210001191E+016,Acute ST segment elevation myocardial infarction of lateral wall,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,07/31/2015,12/31/2099,Condition,Nebraska Lexicon
,3217847,1.57130410001191E+016,Acute ST segment elevation myocardial infarction of posterior wall,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,07/31/2015,12/31/2099,Condition,Nebraska Lexicon
,46270161,1.57130410001191E+016,Acute ST segment elevation myocardial infarction of posterior wall,1,,Disorder,Standard,timeout,timeout,timeout,timeout,07/31/2015,12/31/2099,Condition,SNOMED
,46273495,1.57132010001191E+016,Acute ST segment elevation myocardial infarction of posterobasal wall,1,,Disorder,Standard,timeout,timeout,timeout,timeout,07/31/2015,12/31/2099,Condition,SNOMED
,3391926,1.57132010001191E+016,Acute ST segment elevation myocardial infarction of posterobasal wall,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,07/31/2015,12/31/2099,Condition,Nebraska Lexicon
,3260293,1.57128410001191E+016,Acute ST segment elevation myocardial infarction of posterolateral wall,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,07/31/2015,12/31/2099,Condition,Nebraska Lexicon
,46270158,1.57128410001191E+016,Acute ST segment elevation myocardial infarction of posterolateral wall,1,,Disorder,Standard,timeout,timeout,timeout,timeout,07/31/2015,12/31/2099,Condition,SNOMED
,604430,896697005,Acute ST segment elevation myocardial infarction of right ventricle,1,,Disorder,Standard,timeout,timeout,timeout,timeout,01/31/2021,12/31/2099,Condition,SNOMED
,3369676,1.57131610001191E+016,Acute ST segment elevation myocardial infarction of septum,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,07/31/2015,12/31/2099,Condition,Nebraska Lexicon
,46270164,1.57131610001191E+016,Acute ST segment elevation myocardial infarction of septum,1,,Disorder,Standard,timeout,timeout,timeout,timeout,07/31/2015,12/31/2099,Condition,SNOMED
,45572081,I21.4,Acute subendocardial myocardial infarction,1,,ICD10 code,Non-Standard,timeout,timeout,timeout,timeout,05/01/1990,12/31/2099,Condition,ICD10
,1413814,I21.400,Acute subendocardial myocardial infarction,1,,ICD10 code,Non-Standard,timeout,timeout,timeout,timeout,01/01/2016,12/31/2099,Condition,ICD10CN
,1413813,I21.4,Acute subendocardial myocardial infarction,1,,ICD10 code,Non-Standard,timeout,timeout,timeout,timeout,01/01/2016,12/31/2099,Condition,ICD10CN
,42488365,I21.4,Acute subendocardial myocardial infarction,1,,KCD7 code,Non-Standard,timeout,timeout,timeout,timeout,07/01/2017,12/31/2099,Condition,KCD7
,35610093,1089471000000109,Acute transmural myocardial infarction,1,,Disorder,Standard,timeout,timeout,timeout,timeout,04/01/2018,12/31/2099,Condition,SNOMED
,42488361,I21.0,Acute transmural myocardial infarction of anterior wall,1,,KCD7 code,Non-Standard,timeout,timeout,timeout,timeout,07/01/2017,12/31/2099,Condition,KCD7
,1413786,I21.0,Acute transmural myocardial infarction of anterior wall,1,,ICD10 code,Non-Standard,timeout,timeout,timeout,timeout,01/01/2016,12/31/2099,Condition,ICD10CN
,1413787,I21.000,Acute transmural myocardial infarction of anterior wall,1,,ICD10 code,Non-Standard,timeout,timeout,timeout,timeout,01/01/2016,12/31/2099,Condition,ICD10CN
,45591454,I21.0,Acute transmural myocardial infarction of anterior wall,1,,ICD10 code,Non-Standard,timeout,timeout,timeout,timeout,05/01/1990,12/31/2099,Condition,ICD10
,45586571,I21.1,Acute transmural myocardial infarction of inferior wall,1,,ICD10 code,Non-Standard,timeout,timeout,timeout,timeout,05/01/1990,12/31/2099,Condition,ICD10
,42488362,I21.1,Acute transmural myocardial infarction of inferior wall,1,,KCD7 code,Non-Standard,timeout,timeout,timeout,timeout,07/01/2017,12/31/2099,Condition,KCD7
,1413789,I21.100,Acute transmural myocardial infarction of inferior wall,1,,ICD10 code,Non-Standard,timeout,timeout,timeout,timeout,01/01/2016,12/31/2099,Condition,ICD10CN
,1413788,I21.1,Acute transmural myocardial infarction of inferior wall,1,,ICD10 code,Non-Standard,timeout,timeout,timeout,timeout,01/01/2016,12/31/2099,Condition,ICD10CN
,42488363,I21.2,Acute transmural myocardial infarction of other sites,1,,KCD7 code,Non-Standard,timeout,timeout,timeout,timeout,07/01/2017,12/31/2099,Condition,KCD7
,1413796,I21.200,Acute transmural myocardial infarction of other sites,1,,ICD10 code,Non-Standard,timeout,timeout,timeout,timeout,01/01/2016,12/31/2099,Condition,ICD10CN
,1413795,I21.2,Acute transmural myocardial infarction of other sites,1,,ICD10 code,Non-Standard,timeout,timeout,timeout,timeout,01/01/2016,12/31/2099,Condition,ICD10CN
,45596190,I21.2,Acute transmural myocardial infarction of other sites,1,,ICD10 code,Non-Standard,timeout,timeout,timeout,timeout,05/01/1990,12/31/2099,Condition,ICD10
,45596191,I21.3,Acute transmural myocardial infarction of unspecified site,1,,ICD10 code,Non-Standard,timeout,timeout,timeout,timeout,05/01/1990,12/31/2099,Condition,ICD10
,45486898,G30X.00,Acute transmural myocardial infarction of unspecified site,1,,Read,Non-Standard,timeout,timeout,timeout,timeout,01/01/1970,12/31/2099,Condition,Read
,42488364,I21.3,Acute transmural myocardial infarction of unspecified site,1,,KCD7 code,Non-Standard,timeout,timeout,timeout,timeout,07/01/2017,12/31/2099,Condition,KCD7
,1413809,I21.300,Acute transmural myocardial infarction of unspecified site,1,,ICD10 code,Non-Standard,timeout,timeout,timeout,timeout,01/01/2016,12/31/2099,Condition,ICD10CN
,1413808,I21.3,Acute transmural myocardial infarction of unspecified site,1,,ICD10 code,Non-Standard,timeout,timeout,timeout,timeout,01/01/2016,12/31/2099,Condition,ICD10CN
,3375071,233835003,Acute widespread myocardial infarction,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,12/31/2099,Condition,Nebraska Lexicon
,4119947,233835003,Acute widespread myocardial infarction,1,,Disorder,Standard,timeout,timeout,timeout,timeout,01/31/2002,12/31/2099,Condition,SNOMED
,1413844,I23.601,After acute myocardial infarction ventricular mural thrombosis (machine translation),1,,ICD10 code,Non-Standard,timeout,timeout,timeout,timeout,01/01/2016,12/31/2099,Condition,ICD10CN
,3124312,194799007,Anterior myocardial infarction,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,01/31/2010,01/28/2016,Condition,Nebraska Lexicon
,45506683,G301z00,Anterior myocardial infarction NOS,1,,Read,Non-Standard,timeout,timeout,timeout,timeout,01/01/1970,12/31/2099,Condition,Read
,4110951,194799007,Anterior myocardial infarction NOS,1,,Disorder,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,01/31/2010,Condition,SNOMED
,3533921,581521000000109,Anterior myocardial infarction NOS,1,,Disorder,Non-Standard,timeout,timeout,timeout,timeout,04/01/2010,10/01/2012,Condition,SNOMED
,3275380,429731003,Anterior myocardial infarction on electrocardiogram,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,01/31/2008,12/31/2099,Condition,Nebraska Lexicon
,4180609,429731003,Anterior myocardial infarction on electrocardiogram,1,,Clinical Finding,Standard,timeout,timeout,timeout,timeout,01/31/2008,12/31/2099,Observation,SNOMED
,3189643,2.97800010000041E+016,Anterior subendocardial myocardial infarction,1,,Clinical Finding,Standard,timeout,timeout,timeout,timeout,01/28/2016,12/31/2099,Condition,Nebraska Lexicon
,45612406,D056988,Anterior Wall Myocardial Infarction,1,,Main Heading,Non-Standard,timeout,timeout,timeout,timeout,10/07/2013,12/31/2099,Condition,MeSH
,40225549,N0000181130,Anterior Wall Myocardial Infarction,1,,Ind / CI,Non-Standard,timeout,timeout,timeout,timeout,09/05/2010,12/31/2099,Drug,NDFRT
,1413875,I25.204,Anteroseptal old myocardial infarction (machine translation),1,,ICD10 code,Non-Standard,timeout,timeout,timeout,timeout,01/01/2016,12/31/2099,Condition,ICD10CN
,37109912,723860000,Arrhythmia due to and following acute myocardial infarction,1,,Disorder,Standard,timeout,timeout,timeout,timeout,07/31/2017,12/31/2099,Condition,SNOMED
,3272403,723860000,Arrhythmia due to and following acute myocardial infarction,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,07/31/2017,12/31/2099,Condition,Nebraska Lexicon
,36685536,1099031000000101,Assessment using Thrombolysis In Myocardial Infarction risk score for unstable angina or non-ST-segment elevation myocardial infarction,1,,Procedure,Non-Standard,timeout,timeout,timeout,timeout,10/01/2018,12/31/2099,Measurement,SNOMED
,1413832,I23.1,Atrial septal defect as current complication following acute myocardial infarction,1,,ICD10 code,Non-Standard,timeout,timeout,timeout,timeout,01/01/2016,12/31/2099,Condition,ICD10CN
,1413833,I23.100,Atrial septal defect as current complication following acute myocardial infarction,1,,ICD10 code,Non-Standard,timeout,timeout,timeout,timeout,01/01/2016,12/31/2099,Condition,ICD10CN
,35207691,I23.1,Atrial septal defect as current complication following acute myocardial infarction,1,,4-char billing code,Non-Standard,timeout,timeout,timeout,timeout,01/01/2007,12/31/2099,Condition,ICD10CM
,45596193,I23.1,Atrial septal defect as current complication following acute myocardial infarction,1,,ICD10 code,Non-Standard,timeout,timeout,timeout,timeout,05/01/1990,12/31/2099,Condition,ICD10
,42488374,I23.1,Atrial septal defect as current complication following acute myocardial infarction,1,,KCD7 code,Non-Standard,timeout,timeout,timeout,timeout,07/01/2017,12/31/2099,Condition,KCD7
,45520059,G361.00,Atrial septal defect as current complication following acute myocardial infarction,1,,Read,Non-Standard,timeout,timeout,timeout,timeout,01/01/1970,12/31/2099,Condition,Read
,3320280,194863005,Atrial septal defect due to and following acute myocardial infarction,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,07/31/2018,12/31/2099,Condition,Nebraska Lexicon
,438172,194863005,Atrial septal defect due to and following acute myocardial infarction,1,,Disorder,Standard,timeout,timeout,timeout,timeout,01/31/2002,12/31/2099,Condition,SNOMED
,1413770,I20.006,Before myocardial infarction syndrome (machine translation),1,,ICD10 code,Non-Standard,timeout,timeout,timeout,timeout,01/01/2016,12/31/2099,Condition,ICD10CN
,38000841,535,"Cardiac Defibrillator Implant with Cardiac Catheterization with Acute Myocardial Infarction (Ami), Heart Failure or Shock",1,,DRG,Non-Standard,timeout,timeout,timeout,timeout,10/01/2003,09/30/2007,Observation,DRG
,38000842,536,"Cardiac Defibrillator Implant with Cardiac Catheterization without Acute Myocardial Infarction (Ami), Heart Failure or Shock",1,,DRG,Non-Standard,timeout,timeout,timeout,timeout,10/01/2003,09/30/2007,Observation,DRG
,3124309,194796000,Cardiac rupture after acute myocardial infarction,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,07/31/2017,Condition,Nebraska Lexicon
,3383627,233847009,Cardiac rupture due to and following acute myocardial infarction,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,07/31/2018,12/31/2099,Condition,Nebraska Lexicon
,4124687,233847009,Cardiac rupture due to and following acute myocardial infarction,1,,Disorder,Standard,timeout,timeout,timeout,timeout,01/31/2002,12/31/2099,Condition,SNOMED
,45433412,G30..13,Cardiac rupture following myocardial infarction (MI),1,,Read,Non-Standard,timeout,timeout,timeout,timeout,01/01/1970,12/31/2099,Condition,Read
,3061729,723861001,Cardiogenic shock unrelated to mechanical complications as current complication following acute myocardial infarction,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,01/30/2018,01/31/2018,Condition,Nebraska Lexicon
,37109913,723861001,Cardiogenic shock unrelated to mechanical complications as current complication following acute myocardial infarction,1,,Disorder,Non-Standard,timeout,timeout,timeout,timeout,07/31/2017,07/31/2018,Condition,SNOMED
,36310882,LA25646-3,Cardio/pulm: Myocardial infarction,1,,Answer,Standard,timeout,timeout,timeout,timeout,01/01/1970,12/31/2099,Meas Value,LOINC
,45755428,I23,Certain current complications following acute myocardial infarction,1,,ICD10 Hierarchy,Non-Standard,timeout,timeout,timeout,timeout,05/01/1990,12/31/2099,Condition,ICD10
,45466861,G36..00,Certain current complications following acute myocardial infarction,1,,Read,Non-Standard,timeout,timeout,timeout,timeout,01/01/1970,12/31/2099,Condition,Read
,3124359,194861007,Certain current complications following acute myocardial infarction,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,07/30/2017,07/31/2017,Condition,Nebraska Lexicon
,435561,194861007,Certain current complications following acute myocardial infarction,1,,Disorder,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,07/31/2018,Condition,SNOMED
,42488372,I23,Certain current complications following acute myocardial infarction,1,,KCD7 code,Non-Standard,timeout,timeout,timeout,timeout,07/01/2017,12/31/2099,Condition,KCD7
,1413829,I23,Certain current complications following acute myocardial infarction,1,,ICD10 Hierarchy,Non-Standard,timeout,timeout,timeout,timeout,01/01/2016,12/31/2099,Condition,ICD10CN
,1569131,I23,Certain current complications following ST elevation (STEMI) and non-ST elevation (NSTEMI) myocardial infarction (within the 28 day period),1,,3-char nonbill code,Non-Standard,timeout,timeout,timeout,timeout,01/01/2012,12/31/2099,Condition,ICD10CM
,44834733,429.7,"Certain sequelae of myocardial infarction, not elsewhere classified",1,,4-dig nonbill code,Non-Standard,timeout,timeout,timeout,timeout,01/01/1970,12/31/2099,Condition,ICD9CM
,44826643,429.79,"Certain sequelae of myocardial infarction, not elsewhere classified, other",1,,5-dig billing code,Non-Standard,timeout,timeout,timeout,timeout,01/01/1970,12/31/2099,Condition,ICD9CM
,3179615,7460001000004100,Chest pain rule out myocardial infarction,1,,Clinical Finding,Standard,timeout,timeout,timeout,timeout,01/28/2016,12/31/2099,Condition,Nebraska Lexicon
,38000422,124,"Circulatory Disorders Except Acute Myocardial Infarction, with Cardiac Catheter and Complex Diagnoses",,,DRG,Non-Standard,timeout,timeout,timeout,timeout,10/01/1994,09/30/2007,Observation,DRG
,38000423,125,"Circulatory Disorders Except Acute Myocardial Infarction, with Cardiac Catheter without Complex Diagnoses",,,DRG,Non-Standard,timeout,timeout,timeout,timeout,10/01/1994,09/30/2007,Observation,DRG
,38000417,121,"Circulatory Disorders with Acute Myocardial Infarction and Cardiovascular Complications, Discharged Alive",1,,DRG,Non-Standard,timeout,timeout,timeout,timeout,10/01/1994,03/11/2016,Observation,DRG
,38000418,121,"Circulatory Disorders with Acute Myocardial Infarction and Major Complication, Discharged Alive",1,,DRG,Non-Standard,timeout,timeout,timeout,timeout,10/01/1997,09/30/2007,Observation,DRG
,38000421,123,"Circulatory Disorders with Acute Myocardial Infarction, Expired",1,,DRG,Non-Standard,timeout,timeout,timeout,timeout,10/01/1994,09/30/2007,Observation,DRG
,38000419,122,"Circulatory Disorders with Acute Myocardial Infarction without Cardiovascular Complication, Discharged Alive",1,,DRG,Non-Standard,timeout,timeout,timeout,timeout,10/01/1994,03/11/2016,Observation,DRG
,38000420,122,"Circulatory Disorders with Acute Myocardial Infarction without Major Complication, Discharged Alive",1,,DRG,Non-Standard,timeout,timeout,timeout,timeout,10/01/1997,09/30/2007,Observation,DRG
,2617501,G8011,Clinician documented that acute myocardial infarction patient was not an eligible candidate for beta-blocker at arrival measure (Deprecated),1,,HCPCS,Standard,timeout,timeout,timeout,timeout,01/01/1970,11/11/2014,Observation,HCPCS
,2617498,G8008,Clinician documented that acute myocardial infarction patient was not an eligible candidate to receive aspirin at arrival measure (Deprecated),1,,HCPCS,Standard,timeout,timeout,timeout,timeout,01/01/1970,11/11/2014,Observation,HCPCS
,2617525,G8035,Clinician documented that prior myocardial infarction - coronary artery disease patient was not eligible candidate for beta-blocker therapy measure (Deprecated),1,,HCPCS,Standard,timeout,timeout,timeout,timeout,01/01/1970,11/11/2014,Observation,HCPCS
,37016102,103011000119106,Coronary arteriosclerosis in patient with history of previous myocardial infarction,1,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,01/31/2016,12/31/2099,Observation,SNOMED
,3353939,103011000119106,Coronary arteriosclerosis in patient with history of previous myocardial infarction,1,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,01/31/2016,12/31/2099,Observation,Nebraska Lexicon
,36307799,LA27838-4,"Coronary artery disease (CAD) (e.g., angina, myocardial infarction, and atherosclerotic heart disease (ASHD))",,,Answer,Standard,timeout,timeout,timeout,timeout,01/01/1970,12/31/2099,Meas Value,LOINC
,38003115,211,Coronary Care - Myocardial Infarction,1,,Revenue Code,Standard,timeout,timeout,timeout,timeout,01/01/1970,12/31/2099,Revenue Code,Revenue Code
,3124325,194815007,Coronary thrombosis not leading to myocardial infarction,,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,07/31/2006,07/31/2017,Condition,Nebraska Lexicon
,42488382,I24.0,Coronary thrombosis not resulting in myocardial infarction,,,KCD7 code,Non-Standard,timeout,timeout,timeout,timeout,07/01/2017,12/31/2099,Condition,KCD7
,1413848,I24.0,Coronary thrombosis not resulting in myocardial infarction,,,ICD10 code,Non-Standard,timeout,timeout,timeout,timeout,01/01/2016,12/31/2099,Condition,ICD10CN
,1413849,I24.000,Coronary thrombosis not resulting in myocardial infarction,,,ICD10 code,Non-Standard,timeout,timeout,timeout,timeout,01/01/2016,12/31/2099,Condition,ICD10CN
,45436739,G312.00,Coronary thrombosis not resulting in myocardial infarction,,,Read,Non-Standard,timeout,timeout,timeout,timeout,01/01/1970,12/31/2099,Condition,Read
,4108215,194821006,Coronary thrombosis not resulting in myocardial infarction,,,Disorder,Standard,timeout,timeout,timeout,timeout,01/31/2002,12/31/2099,Condition,SNOMED
,45567165,I24.0,Coronary thrombosis not resulting in myocardial infarction,,,ICD10 code,Non-Standard,timeout,timeout,timeout,timeout,05/01/1990,12/31/2099,Condition,ICD10
,3310720,194821006,Coronary thrombosis not resulting in myocardial infarction,,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,12/31/2099,Condition,Nebraska Lexicon
,1034820,LP98863-1,Date of myocardial infarction,1,,LOINC Component,Non-Standard,timeout,timeout,timeout,timeout,01/01/1970,12/31/2099,Observation,LOINC
,40761337,58236-1,Date of myocardial infarction,1,,Clinical Observation,Standard,timeout,timeout,timeout,timeout,01/06/2010,12/31/2099,Observation,LOINC
